;missing in:;chi2:;p_value;category;p_adj;type
2518;npnt_mut;144.72034115158527;4.5341944597699355e-26;acvrl1_mut;1.2672166676165016e-24;gene-gene
4096;prkacg_mut;222.5500247287115;4.6532744957751316e-26;alk_mut;1.295315892509197e-24;gene-gene
1681;gldc_mut;322.7067064671655;4.9238871013039624e-26;tbx3_mut;1.3652063165401103e-24;gene-gene
3664;flt3_mut;198.89288439328365;5.35078772387571e-26;brca2_mut;1.4777056848505764e-24;gene-gene
5698;ctnna1_mut;264.935107776371;5.85117165528028e-26;cbfb_mut;1.6095329273796582e-24;gene-gene
6460;braf_mut;207.12894553250783;6.411342451063567e-26;erbb2_mut;1.7567078315914174e-24;gene-gene
5418;prr16_mut;175.50795045118835;6.511545658053449e-26;sf3b1_mut;1.7771941215945097e-24;gene-gene
3067;stk11_mut;179.8386176629014;7.864872248518532e-26;usp28_mut;2.138204762661439e-24;gene-gene
6910;tbl1xr1_mut;237.3008461626184;7.945994558880696e-26;ptprd_mut;2.1518862008875747e-24;gene-gene
2290;fam20c_mut;269.3763984886938;9.027288232508586e-26;stab2_mut;2.4352765590941113e-24;gene-gene
5466;prr16_mut;172.28834093736015;9.298997671271086e-26;palld_mut;2.479851020197369e-24;gene-gene
5913;agtr2_mut;172.28834093736015;9.298997671271086e-26;palld_mut;2.479851020197369e-24;gene-gene
5613;dtwd2_mut;172.28834093736015;9.298997671271086e-26;prkcq_mut;2.479851020197369e-24;gene-gene
3613;flt3_mut;330.93376821868856;1.0099073884365737e-25;tg_mut;2.6829744954396732e-24;gene-gene
4239;large1_mut;236.59576729271643;1.0517698619919761e-25;setd2_mut;2.780658264801418e-24;gene-gene
4093;prkacg_mut;222.58695176558106;1.05463638209872e-25;afdn_mut;2.780658264801418e-24;gene-gene
6191;foxo1_mut;189.63886723214375;1.625292593797289e-25;aff2_mut;4.269142613857766e-24;gene-gene
6904;tbl1xr1_mut;237.3214439349425;1.717424731290305e-25;ros1_mut;4.494249661994517e-24;gene-gene
3345;ptpn22_mut;235.34388339932295;1.7294290081234407e-25;setd2_mut;4.5087762984173436e-24;gene-gene
6629;ccnd3_mut;210.81576872602275;1.9275631004861582e-25;taf1_mut;5.006648097805497e-24;gene-gene
5321;clrn2_mut;157.85735281403993;2.1861865550296957e-25;gps2_mut;5.6573649851824014e-24;gene-gene
3082;stk11_mut;179.75366581305428;2.2718694899450396e-25;map3k10_mut;5.857399308577857e-24;gene-gene
4803;ppp2r2a_mut;291.71129082066204;2.7458882623412447e-25;notch1_mut;7.053500473889072e-24;gene-gene
4805;ppp2r2a_mut;291.67868310078785;2.778686088936637e-25;ncor2_mut;7.111604286959811e-24;gene-gene
1426;myo3a_mut;207.7849906228909;2.843386122010014e-25;kdm6a_mut;7.250634611125536e-24;gene-gene
2908;type_of_breast_surgery;213.6384464208904;3.3206933441137556e-25;asxl2_mut;8.436976143753748e-24;clinic-gene
1193;mutation_count;120.70547124180541;3.77549486625852e-25;cohort;9.557747329908798e-24;clinic-clinic
3013;stk11_mut;360.4290449537205;6.443845790643475e-25;dnah5_mut;1.625384496000937e-23;gene-gene
4041;prkacg_mut;415.9069256365042;7.0637580974148e-25;pik3ca_mut;1.7753409290157268e-23;gene-gene
5751;ctnna1_mut;172.31300922272374;7.644921082301987e-25;jak1_mut;1.9145184086754118e-23;gene-gene
2573;nek1_mut;302.247070802414;9.587882670163668e-25;utrn_mut;2.3925191505869125e-23;gene-gene
6773;nr3c1_mut;210.83539811788236;1.0454655009851074e-24;asxl2_mut;2.5995257848337886e-23;gene-gene
6192;foxo1_mut;189.63886723214378;1.0758416446222548e-24;lifr_mut;2.665569351409821e-23;gene-gene
2040;kdm3a_mut;176.11928472876795;1.108776973020084e-24;egfr_mut;2.7374645620110693e-23;gene-gene
4339;tumor_other_histologic_subtype;545.7985653884766;1.2854507047006089e-24;ahnak2_mut;3.140365060749355e-23;clinic-gene
4631;cancer_type_detailed;545.7985653884766;1.2854507047006089e-24;ahnak2_mut;3.140365060749355e-23;clinic-gene
4485;oncotree_code;545.7985653884766;1.2854507047006089e-24;ahnak2_mut;3.140365060749355e-23;clinic-gene
1980;kdm3a_mut;294.45293942360905;1.2952228816239913e-24;col6a3_mut;3.153213335856037e-23;gene-gene
4885;ppp2r2a_mut;145.61473104720065;1.572206581164402e-24;prkcz_mut;3.8142386745123874e-23;gene-gene
4789;ppp2r2a_mut;363.94154948993656;1.7244205530005213e-24;kmt2d_mut;4.1690402781365545e-23;gene-gene
3660;flt3_mut;198.92641747912904;1.9643497186165663e-24;ctnna3_mut;4.732728097922051e-23;gene-gene
2415;npnt_mut;363.424264766118;2.043493377837122e-24;kmt2d_mut;4.9064908010130484e-23;gene-gene
6156;foxo1_mut;251.8299569461188;2.0875506815844592e-24;runx1_mut;4.989993733335673e-23;gene-gene
5740;ctnna1_mut;172.352753158286;2.092554979057324e-24;usp28_mut;4.989993733335673e-23;gene-gene
5458;prr16_mut;172.30806505173078;2.133820885507297e-24;smarcc2_mut;5.069509113870045e-23;gene-gene
5969;magea8_mut;412.3437584055404;2.1461581084539996e-24;pik3ca_mut;5.069509113870045e-23;gene-gene
5759;ctnna1_mut;172.29326409729015;2.1476666633827586e-24;zfp36l1_mut;5.069509113870045e-23;gene-gene
6621;ccnd3_mut;210.8393366740101;2.3951668125528738e-24;adgra2_mut;5.615782053458862e-23;gene-gene
6770;nr3c1_mut;210.83933667401004;2.3951668125529424e-24;adgra2_mut;5.615782053458862e-23;gene-gene
1077;fanca_mut;367.4307931354339;2.6770843337794815e-24;ryr2_mut;6.2557820201061e-23;gene-gene
6188;foxo1_mut;189.6432984544494;2.6939434303770817e-24;brca2_mut;6.274194249348223e-23;gene-gene
6426;braf_mut;379.83047377033586;3.029943621445928e-24;cdh1_mut;7.033294379748404e-23;gene-gene
2841;type_of_breast_surgery;630.5132295089695;3.328546168999255e-24;nottingham_prognostic_index;7.700845060529071e-23;clinic-clinic
4205;large1_mut;355.33533400925893;3.477639206007195e-24;dnah5_mut;8.019229416624512e-23;gene-gene
3366;ptpn22_mut;188.87856398378693;3.719179839467978e-24;brca2_mut;8.547996558671962e-23;gene-gene
3228;sik2_mut;179.76306465547992;4.318214283348284e-24;setdb1_mut;9.859922613645248e-23;gene-gene
3079;stk11_mut;179.76306465547992;4.318214283348284e-24;setdb1_mut;9.859922613645248e-23;gene-gene
4128;prkacg_mut;165.8925727217372;4.571876932848436e-24;agmo_mut;1.0405115351730301e-22;gene-gene
3744;taf4b_mut;675.0552744263256;4.645961264633768e-24;tp53_mut;1.0539393297401344e-22;gene-gene
1754;gldc_mut;160.75419009978228;5.369437599639401e-24;bcas3_mut;1.2141184630640936e-22;gene-gene
6774;nr3c1_mut;210.82753370381974;5.455683785968987e-24;apc_mut;1.2296407294375907e-22;gene-gene
5456;prr16_mut;172.3080650517308;5.815382870114514e-24;egfr_mut;1.298149524392674e-22;gene-gene
6053;magea8_mut;172.30806505173078;5.8153828701145984e-24;map3k10_mut;1.298149524392674e-22;gene-gene
5903;agtr2_mut;172.30806505173078;5.8153828701145984e-24;egfr_mut;1.298149524392674e-22;gene-gene
5324;clrn2_mut;157.8464663911336;6.644639651105696e-24;nrg3_mut;1.4704883975648897e-22;gene-gene
6339;nt5e_mut;189.64329845444936;6.650555798347004e-24;arid2_mut;1.4704883975648897e-22;gene-gene
6190;foxo1_mut;189.64329845444936;6.650555798347004e-24;arid2_mut;1.4704883975648897e-22;gene-gene
2097;er_status_measured_by_ihc;627.6786146653542;6.905984956330162e-24;nottingham_prognostic_index;1.5221487977879763e-22;clinic-clinic
1890;sbno1_mut;176.1337383594846;7.863705678739822e-24;arid5b_mut;1.7277896722438723e-22;gene-gene
2721;sik1_mut;314.9625104093899;7.928164805816326e-24;birc6_mut;1.7364917711046606e-22;gene-gene
2417;npnt_mut;363.3718024895871;1.0010562839804049e-23;ryr2_mut;2.1857438300534655e-22;gene-gene
4084;prkacg_mut;222.6464513293783;1.208981526704654e-23;arid1b_mut;2.631512126817887e-22;gene-gene
1688;gldc_mut;268.8129848666115;1.2536446683326003e-23;col12a1_mut;2.700347472843754e-22;gene-gene
4662;cancer_type_detailed;252.59818036396774;1.2560654482241591e-23;thada_mut;2.700347472843754e-22;clinic-gene
4370;tumor_other_histologic_subtype;252.59818036396774;1.2560654482241591e-23;thada_mut;2.700347472843754e-22;clinic-gene
4516;oncotree_code;252.59818036396774;1.2560654482241591e-23;thada_mut;2.700347472843754e-22;clinic-gene
5451;prr16_mut;172.32291339449947;1.542377513814173e-23;pbrm1_mut;3.30570297209191e-22;gene-gene
5757;ctnna1_mut;172.30312614609568;1.5555959508279875e-23;erbb4_mut;3.3238375866774154e-22;gene-gene
5243;clrn2_mut;316.1901882276053;1.6407448105241718e-23;tg_mut;3.495086582662314e-22;gene-gene
5173;ldlrap1_mut;157.85735281403993;1.9447651231319897e-23;men1_mut;4.1301136520739244e-22;gene-gene
2038;kdm3a_mut;176.1337383594846;2.0404259583304283e-23;setdb1_mut;4.320138233592334e-22;gene-gene
2554;nek1_mut;606.1875833692516;2.3202973866287673e-23;muc16_mut;4.897860374735709e-22;gene-gene
2720;sik1_mut;315.0324497801022;2.4362363325766142e-23;tg_mut;5.12710339027494e-22;gene-gene
1975;kdm3a_mut;323.18987679298255;2.5508099187802748e-23;akap9_mut;5.352104775530865e-22;gene-gene
4202;large1_mut;355.3872410546139;2.810870432940208e-23;kmt2d_mut;5.880105303878213e-22;gene-gene
3166;sik2_mut;314.43978041300636;2.981899662921919e-23;tg_mut;6.219263565622522e-22;gene-gene
1844;sbno1_mut;253.81454222022836;3.093506153189384e-23;stab2_mut;6.43283556319471e-22;gene-gene
3793;taf4b_mut;210.1719245571945;3.5154818169336485e-23;setd1a_mut;7.288626544485282e-22;gene-gene
6484;braf_mut;189.65217513210882;3.855677459242208e-23;foxo3_mut;7.970301304060742e-22;gene-gene
5895;agtr2_mut;172.32787341218526;4.0273061085458196e-23;ncoa3_mut;8.3005273688524015e-22;gene-gene
5673;ctnna1_mut;603.6806453719677;4.42712801429063e-23;muc16_mut;9.097748069367244e-22;gene-gene
3221;sik2_mut;179.81020957058666;6.840020194866638e-23;lifr_mut;1.4015020850889503e-21;gene-gene
1986;kdm3a_mut;263.9933950669406;7.258274285414513e-23;col12a1_mut;1.482852702695649e-21;gene-gene
6184;foxo1_mut;189.6610708380161;9.06337522456863e-23;ctnna3_mut;1.8462333146956566e-21;gene-gene
5702;ctnna1_mut;257.8081927584027;9.9695221414186e-23;pten_mut;2.0249142791305743e-21;gene-gene
5603;dtwd2_mut;172.31300922272374;1.0403602740640506e-22;setdb1_mut;2.1069557202566728e-21;gene-gene
3362;ptpn22_mut;188.91429741741254;1.232214699320239e-22;ctnna3_mut;2.4882902035117083e-21;gene-gene
3653;flt3_mut;198.98544761545438;1.283372225766046e-22;asxl2_mut;2.5841273030050036e-21;gene-gene
5234;clrn2_mut;367.96163146042295;1.3245433773367482e-22;cdh1_mut;2.6593633843252474e-21;gene-gene
3596;flt3_mut;598.9726065524374;1.4794880134028353e-22;muc16_mut;2.9619434812738138e-21;gene-gene
3068;stk11_mut;179.81966880702947;1.6649747984483938e-22;brca2_mut;3.323765404788265e-21;gene-gene
6568;ccnd3_mut;527.1616408860003;2.0895036584052014e-22;ahnak2_mut;4.159362410620269e-21;gene-gene
6040;magea8_mut;172.34278529423327;2.5888050520177115e-22;cacna2d3_mut;5.13863093705902e-21;gene-gene
2031;kdm3a_mut;176.20623826556482;3.1031990016661884e-22;lifr_mut;6.1422241996152005e-21;gene-gene
3759;taf4b_mut;315.71897241886643;3.1300392102445366e-22;herc2_mut;6.177848576830106e-21;gene-gene
3761;taf4b_mut;315.63569497547485;3.218232445445888e-22;akap9_mut;6.3340253792480055e-21;gene-gene
2717;sik1_mut;315.17398249313146;3.7540077309861154e-22;herc2_mut;7.367767420337075e-21;gene-gene
2651;nek1_mut;150.68313601330607;4.650633725937308e-22;brip1_mut;9.101954577905875e-21;gene-gene
6183;foxo1_mut;189.66998563342094;4.818453622642022e-22;kdm6a_mut;9.40406018474855e-21;gene-gene
6616;ccnd3_mut;210.8630573300838;5.743602524955368e-22;thsd7a_mut;1.1178426418346284e-20;gene-gene
6045;magea8_mut;172.32787341218526;6.449154258898653e-22;bap1_mut;1.2516733557479136e-20;gene-gene
2878;type_of_breast_surgery;257.76229959592837;6.905224344706644e-22;col12a1_mut;1.3364765234477928e-20;clinic-gene
5682;ctnna1_mut;345.169334562349;7.522730840077787e-22;dnah2_mut;1.4519701762326933e-20;gene-gene
5534;dtwd2_mut;345.1237573836624;7.6329347157698835e-22;kmt2d_mut;1.46918222752298e-20;gene-gene
3483;tumor_size;235.4667416419353;9.82708494286039e-22;runx1_mut;1.8863143542792732e-20;clinic-gene
6480;braf_mut;189.66998563342102;1.0905739578288213e-21;taf1_mut;2.0876274639315e-20;gene-gene
5160;ldlrap1_mut;157.89015128049462;1.1173159639261826e-21;smarcc2_mut;2.1329744917902287e-20;gene-gene
5163;ldlrap1_mut;157.873725878278;1.1252598104306554e-21;zfp36l1_mut;2.1422861840542207e-20;gene-gene
4229;large1_mut;236.69271814187073;1.2184571610182459e-21;nf1_mut;2.3134130934876313e-20;gene-gene
2075;kdm3a_mut;117.22880725255395;1.236974812227456e-21;prkg1_mut;2.3422067785997928e-20;gene-gene
1927;sbno1_mut;117.2136481661798;1.2459110630134237e-21;frmd3_mut;2.3527515127769707e-20;gene-gene
2641;nek1_mut;150.729240587456;1.276182018106061e-21;smad4_mut;2.403418803371172e-20;gene-gene
5831;agtr2_mut;343.4819661247533;1.2879434100787431e-21;dnah2_mut;2.4190485500591877e-20;gene-gene
5745;ctnna1_mut;172.33780935354628;1.5627963177510374e-21;lifr_mut;2.919587666344025e-20;gene-gene
5894;agtr2_mut;172.33780935354625;1.5627963177510596e-21;lifr_mut;2.919587666344025e-20;gene-gene
6126;foxo1_mut;379.84684578982365;1.7055368319301348e-21;ahnak_mut;3.16930474592975e-20;gene-gene
6275;nt5e_mut;379.84684578982353;1.7055368319301363e-21;ahnak_mut;3.16930474592975e-20;gene-gene
6890;tbl1xr1_mut;237.43360251860554;1.8003302052861908e-21;cbfb_mut;3.3365801443858393e-20;gene-gene
998;myo1a_mut;158.8705774034967;1.916444071779948e-21;map3k10_mut;3.5423795580757925e-20;gene-gene
2112;er_status_measured_by_ihc;440.8933912701858;1.9321515662080135e-21;map3k1_mut;3.561990235645222e-20;clinic-gene
1129;fanca_mut;181.94424624603923;2.1390330578644283e-21;ctnna3_mut;3.9330063092891474e-20;gene-gene
3215;sik2_mut;179.83861766290147;2.193917349592061e-21;foxo3_mut;4.02333347023615e-20;gene-gene
6325;nt5e_mut;189.69235654281536;2.414399886341989e-21;pik3r1_mut;4.4018165726275444e-20;gene-gene
6179;foxo1_mut;189.68339375396835;2.4230955351874776e-21;ctcf_mut;4.4018165726275444e-20;gene-gene
6329;nt5e_mut;189.67891957983662;2.427448029090727e-21;asxl1_mut;4.4018165726275444e-20;gene-gene
6479;braf_mut;189.67445020889767;2.431803631077907e-21;fancd2_mut;4.4018165726275444e-20;gene-gene
6181;foxo1_mut;189.6744502088975;2.4318036310780482e-21;fancd2_mut;4.4018165726275444e-20;gene-gene
6614;ccnd3_mut;210.87099840737835;2.493986547062018e-21;setd2_mut;4.5027090450445274e-20;gene-gene
6276;nt5e_mut;379.84274568315016;2.7155294030757898e-21;dnah11_mut;4.877481732465435e-20;gene-gene
6425;braf_mut;379.84274568315016;2.7155294030757898e-21;dnah11_mut;4.877481732465435e-20;gene-gene
5009;nf2_mut;157.89015128049456;2.9168747932983545e-21;egfr_mut;5.225693379686052e-20;gene-gene
3507;tumor_size;188.95018437814286;3.2511443554330562e-21;asxl1_mut;5.809653609056461e-20;clinic-gene
3508;tumor_size;188.9411981907136;3.2628730176823256e-21;fancd2_mut;5.815738207792451e-20;clinic-gene
6897;tbl1xr1_mut;237.3805389850786;3.5419095522232504e-21;thada_mut;6.297028509257977e-20;gene-gene
6039;magea8_mut;172.34278529423324;3.732514856947659e-21;brca2_mut;6.619056168906928e-20;gene-gene
2163;er_status_measured_by_ihc;188.254412954257;4.296073254346319e-21;pik3r1_mut;7.599155399523476e-20;clinic-gene
3064;stk11_mut;179.85760713797146;5.00364289778977e-21;ctnna3_mut;8.8283972037518e-20;gene-gene
6755;nr3c1_mut;210.89492499384727;5.0805126454500614e-21;ros1_mut;8.941446310770674e-20;gene-gene
1983;kdm3a_mut;264.1674001785942;5.173502860472276e-21;notch1_mut;9.082227257819044e-20;gene-gene
6177;foxo1_mut;189.69235654281542;5.325199177825537e-21;asxl2_mut;9.325104424929079e-20;gene-gene
964;myo1a_mut;197.21137977207533;5.93191074745102e-21;setd1a_mut;1.036156509811007e-19;gene-gene
3479;tumor_size;235.53309092092312;6.966990968673501e-21;thada_mut;1.2139243366115152e-19;clinic-gene
5310;clrn2_mut;157.88467031560867;7.47564184560204e-21;erbb4_mut;1.2993111834632202e-19;gene-gene
5743;ctnna1_mut;172.34278529423327;8.79059552256676e-21;arid2_mut;1.5240667721134976e-19;gene-gene
2581;nek1_mut;250.59088497727595;8.993907430395013e-21;col12a1_mut;1.5554562182220286e-19;gene-gene
5684;ctnna1_mut;345.1192280708342;9.066846787103332e-21;ush2a_mut;1.5603462685096745e-19;gene-gene
5833;agtr2_mut;345.11922807083414;9.066846787103591e-21;ush2a_mut;1.5603462685096745e-19;gene-gene
6760;nr3c1_mut;210.8829422691674;1.0391118825329066e-20;shank2_mut;1.7794790988376279e-19;gene-gene
6611;ccnd3_mut;210.88294226916736;1.0391118825329214e-20;shank2_mut;1.7794790988376279e-19;gene-gene
6174;foxo1_mut;189.69684517307502;1.1579249190280233e-20;adgra2_mut;1.978098144070611e-19;gene-gene
5079;ldlrap1_mut;474.68753655479725;1.296981996376462e-20;kmt2c_mut;2.210247124068863e-19;gene-gene
3648;flt3_mut;199.01937914703183;1.3059271155776435e-20;rb1_mut;2.220076096481994e-19;gene-gene
2737;sik1_mut;236.10459383688328;2.0454194492116674e-20;stab2_mut;3.4687732261266796e-19;gene-gene
1961;kdm3a_mut;472.4627053585137;2.3677946880536755e-20;kmt2c_mut;4.005758228917925e-19;gene-gene
6893;tbl1xr1_mut;237.3910818713451;2.4209453889714235e-20;col22a1_mut;4.0857839209524964e-19;gene-gene
6471;braf_mut;189.69684517307493;2.4918627630664048e-20;alk_mut;4.1953361748301133e-19;gene-gene
3212;sik2_mut;179.87663736298808;2.514636652310808e-20;kdm6a_mut;4.2235015119460615e-19;gene-gene
2423;npnt_mut;290.6153774126062;2.97218754601471e-20;birc6_mut;4.980017837890834e-19;gene-gene
4864;ppp2r2a_mut;145.68050676556922;3.111033436283844e-20;agmo_mut;5.200189143376846e-19;gene-gene
21;tumor_stage;84.60155773474958;3.649775514312956e-20;radio_therapy;6.086153107041676e-19;clinic-clinic
4735;cancer_type_detailed;126.09014737695169;4.0096736650784454e-20;clk3_mut;6.638765378650023e-19;clinic-gene
4589;oncotree_code;126.09014737695169;4.0096736650784454e-20;clk3_mut;6.638765378650023e-19;clinic-gene
4443;tumor_other_histologic_subtype;126.09014737695169;4.0096736650784454e-20;clk3_mut;6.638765378650023e-19;clinic-gene
1112;fanca_mut;203.48274932675923;4.2305262687969204e-20;setd2_mut;6.987869276615622e-19;gene-gene
5995;magea8_mut;257.8765357766707;4.630414160660596e-20;notch1_mut;7.622721946735805e-19;gene-gene
5441;prr16_mut;172.35275315828602;4.636692181712777e-20;foxo3_mut;7.622721946735805e-19;gene-gene
6170;foxo1_mut;189.71936099512692;5.2528554283148934e-20;afdn_mut;8.615422741229145e-19;gene-gene
6473;braf_mut;189.69684517307496;5.299274635312257e-20;ubr5_mut;8.6712018447135215e-19;gene-gene
2636;nek1_mut;150.76394797332375;6.096587892387401e-20;map3k10_mut;9.952537290680087e-19;gene-gene
3612;flt3_mut;298.9708514055278;7.760070822081078e-20;akap9_mut;1.2638604856382398e-18;gene-gene
6715;nr3c1_mut;634.7844926937302;7.919898401765551e-20;tp53_mut;1.286891398445021e-18;gene-gene
1588;ptprm_mut;152.07705925236198;8.756316577809883e-20;pbrm1_mut;1.4194984670338204e-18;gene-gene
5417;prr16_mut;172.4638251862198;9.979761954893974e-20;erbb2_mut;1.6103602027446696e-18;gene-gene
5715;ctnna1_mut;172.4638251862198;9.979761954893974e-20;erbb2_mut;1.6103602027446696e-18;gene-gene
5440;prr16_mut;172.3577450987731;1.0415401326599142e-19;brca1_mut;1.6767836191001891e-18;gene-gene
6317;nt5e_mut;189.72840138353817;1.1004190086845085e-19;setd1a_mut;1.767500600845669e-18;gene-gene
3205;sik2_mut;179.92439206965943;1.1841683999962443e-19;pik3r1_mut;1.8976570208196695e-18;gene-gene
3061;stk11_mut;179.88616779773872;1.2022213380700977e-19;fancd2_mut;1.9221786016237467e-18;gene-gene
2893;type_of_breast_surgery;171.82941086394112;1.288407599320814e-19;erbb2_mut;2.05527486220423e-18;clinic-gene
4304;large1_mut;118.14450227541477;1.44770098762335e-19;chek2_mut;2.304120000119441e-18;gene-gene
6418;braf_mut;570.1065511394129;1.9750843633608567e-19;muc16_mut;3.1363441924550695e-18;gene-gene
2664;nek1_mut;112.0048592263214;2.1020177464073117e-19;gpr32_mut;3.330339681212673e-18;gene-gene
3641;flt3_mut;199.06199990189833;2.2678068379045864e-19;ptprd_mut;3.5848792706876344e-18;gene-gene
5255;clrn2_mut;236.1826097869424;2.3852259223348566e-19;pten_mut;3.7619804784094e-18;gene-gene
5003;nf2_mut;157.90662927204585;2.6131771828748207e-19;l1cam_mut;4.112222742510444e-18;gene-gene
3465;tumor_size;283.89246999304106;2.722488673013651e-19;birc6_mut;4.274613114235142e-18;clinic-gene
4656;cancer_type_detailed;252.67642659814365;2.7850747851044826e-19;ncor2_mut;4.3435976615011206e-18;clinic-gene
4510;oncotree_code;252.67642659814365;2.7850747851044826e-19;ncor2_mut;4.3435976615011206e-18;clinic-gene
4364;tumor_other_histologic_subtype;252.67642659814365;2.7850747851044826e-19;ncor2_mut;4.3435976615011206e-18;clinic-gene
5558;dtwd2_mut;228.77517383996982;2.8553067384896463e-19;stab2_mut;4.443213403524979e-18;gene-gene
5676;ctnna1_mut;430.8418695098607;3.6598879549145365e-19;syne1_mut;5.682586031330637e-18;gene-gene
2133;er_status_measured_by_ihc;251.46713252638932;4.217250720304954e-19;ncor2_mut;6.533465805492398e-18;clinic-gene
